"orig.ident","Treatment","Cell_Annotation","Seurat_Clusters","UMAP_1","UMAP_2"
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.35615033299928,4.96772806286899
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",3.08434123189454,-2.6997969901553
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.14584988744264,-1.61912997126492
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-2.98091488687987,7.35718862652866
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.10837226717467,-1.52264590620907
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.7110536655664,-0.134171590804182
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-2.97868901102538,-0.384583846329771
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.34684305994506,0.438262581230082
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","9",0.517350439143228,-0.288251296280943
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.40286236612792,-0.149876669644438
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",-2.54438691942687,-4.82919032931241
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-2.01924067347045,6.65658514142124
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-1.81570738165374,7.71227638363925
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.83662575871949,2.0240320408353
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.78188485295777,-1.19623489737424
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.539849404406595,3.63312093854038
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",6.99427575261598,-1.97114403605374
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.68427247197633,3.75937120556919
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.79751544802184,-0.994800285100065
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.04786271245484,2.37693087697116
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.82009249536986,2.51867143750278
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-1.10336339085097,3.87751309514133
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.7891232410193,3.36434929013339
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",-0.611363049435568,-7.71058662295254
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.150210197854,0.617796047926821
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-1.94507640211577,7.66773740887729
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-5.53476029245849,3.64522759556858
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.65041905252929,-0.528714612721525
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.3767543396234,-1.62249906420621
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-1.23650550453658,4.16664187550632
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","9",0.44352388770585,-0.102023378609739
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.40449362604613,-0.33299078106793
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",1.33428436906342,4.34651796460239
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.17888193933959,0.841474517584719
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.938917581152963,4.17144696354953
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",9.05872792394166,3.47902361989108
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-7.66298037378783,0.995615824461855
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",4.11588448674684,-2.96425731539639
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.21006602437501,1.4549756491193
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",6.20029229314332,-3.03556759714993
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",4.00590008885865,-0.0535773491850719
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",2.76530403287415,-1.45320852160367
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",6.06929797322755,-2.98153932452115
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-0.645168151545477,4.19434992909519
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-6.44839125483031,0.699421867133059
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-2.27087395994659,7.66288082242099
"PD1-IL2v","PD1-IL2v_Tumor","Naive","11",5.77860707433228,1.97771184086887
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.47456330449586,0.996568187476076
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.72709054143434,1.82254151940433
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","7",-2.1729277929544,6.09194271206943
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.07162087767119,0.312702185810484
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.961453024458932,4.791551991702
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.51007634012694,2.70330326199619
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.9547669330359,-1.51072700381192
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",1.13223570973878,-6.79847677111538
"PD1-IL2v","PD1-IL2v_Tumor","Naive","10",7.06160992772584,3.30310194134799
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.75359601171021,-2.05631001353177
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.99669903905396,0.631208702326693
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-0.180678065705252,1.89872424244968
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.980945404458,2.64124338269321
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.05625313909059,5.03117744565097
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.85840683786864,0.17090511635033
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.6433541217566,-0.756106928586088
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",2.86085743100648,-2.02180226206692
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.14511746556764,3.1920122349271
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",-2.10643499701018,-4.56962449908169
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","9",1.75607771070008,-0.587696448563658
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-5.36943465082641,4.0965372765073
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.482753280711221,4.82180301785556
"PD1-IL2v","PD1-IL2v_Tumor","Naive","10",5.84177560002809,1.46520595192996
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.38368195683961,-1.57270415186795
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",5.86470812947755,1.62875167965976
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.7921406665564,1.69011847615329
"PD1-IL2v","PD1-IL2v_Tumor","Naive","11",6.14227313191895,4.33325378537265
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.60682076604371,-0.908612445592008
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.32905155031676,-0.884871200322233
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",3.93086308629518,-3.10267932772549
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.61320310442443,1.94814471840946
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.22972935826783,0.697088136673845
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.458238069129037,4.67567197918979
"PD1-IL2v","PD1-IL2v_Tumor","Naive","11",6.05402106435304,1.51359157204715
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.13942975194459,-0.645898536442839
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-6.10896044580932,1.38910882115451
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","9",1.49808532388215,1.77615849614231
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.04020529596801,1.95934633851138
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.45708018152709,0.540455355645098
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.64819211156373,-1.15736825823697
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.58187264592652,0.776546522379793
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.42430811731811,0.196751718745507
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.45777291448121,2.78948061108676
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.02869373171325,-0.203503952025495
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",9.00425500066285,3.64881889462558
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.02025585978026,1.1525629007825
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.90018910558228,-1.24009831309231
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-1.70496099798675,4.12302391171543
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",6.8318249622107,-1.83819730639371
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-2.7062597831964,2.21067611813632
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.03315072863097,0.273653447032847
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",5.70634526402955,-2.50083978533658
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.059145744729,-0.558956817387663
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.0732784828424,-0.7027323997012
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",2.78249544293885,-1.58422799467953
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.23283929021363,-1.7606713330737
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",8.44969338567262,3.74726454854099
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.84507447092528,0.94025699734775
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.4646130165338,3.23016802907077
"PD1-IL2v","PD1-IL2v_Tumor","Stem_Like","8",3.65176076085572,-2.44256933092984
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",-1.59577458708282,4.19956962704746
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.40374832956786,1.32410077691165
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.07002335398192,0.323698870242514
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.71173601953979,-1.38839145064267
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",8.34544533879762,-0.0751485383501872
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.17705088465209,-1.43398495078
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-5.13268357126708,1.33459310174076
"PD1-IL2v","PD1-IL2v_Tumor","Effector_Memory","4",0.838766399931955,4.62143222928134
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",0.9776145854712,-8.2505942142001
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",-2.82847314684386,-3.69565160632046
"PD1-IL2v","PD1-IL2v_Tumor","Naive","1",7.38300294072633,-2.95562823176297
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",0.605391685080575,-6.89434869646939
"PD1-IL2v","PD1-IL2v_Tumor","Naive","10",7.50426978261476,-0.244084045886122
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.70765143244262,-3.64859874606045
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",1.36009246499543,-7.5820527827731
"PD1-IL2v","PD1-IL2v_Tumor","Exhausted","2",1.16516811044221,-7.7693725383273
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-3.18567066996093,-0.296005115508161
"PD1-IL2v","PD1-IL2v_Tumor","Better_Effector","3",-4.03028970568175,0.110352515579142
"PD1-IL2v","PD1-IL2v_Tumor","Naive","6",7.62351578862672,3.66435496449558
"PD1","PD1_Tumor","Naive","11",5.66078013570313,4.18870417714206
"PD1","PD1_Tumor","Naive","6",9.48995370061402,3.20035426259128
"PD1","PD1_Tumor","Naive","1",8.63343018682008,0.488502337933458
"PD1","PD1_Tumor","Naive","10",7.07871646077638,3.20429198384372
"PD1","PD1_Tumor","Effector_Memory","4",-6.43716841547484,3.01088444829074
"PD1","PD1_Tumor","Naive","1",7.48728007466798,0.467806860209383
"PD1","PD1_Tumor","Better_Effector","3",-6.7128208240747,-0.832086876629911
"PD1","PD1_Tumor","Naive","6",8.95424241216188,4.2808884823331
"PD1","PD1_Tumor","Naive","6",8.99476308019166,4.42439167142002
"PD1","PD1_Tumor","Better_Effector","3",-5.25186234323974,-1.53623886465939
"PD1","PD1_Tumor","Better_Effector","3",-6.041576679635,-1.08487506270321
"PD1","PD1_Tumor","Better_Effector","3",-6.38140040247436,-1.15488489031705
"PD1","PD1_Tumor","Better_Effector","3",-7.38443070261474,-0.154440597294889
"PD1","PD1_Tumor","Effector_Memory","4",-1.7616934141397,3.15591280102817
"PD1","PD1_Tumor","Better_Effector","3",-6.64770394175048,0.647687687874712
"PD1","PD1_Tumor","Better_Effector","3",-6.88079481928344,-0.75399543404492
"PD1","PD1_Tumor","Better_Effector","3",-2.61944895594115,0.517100229264177
"PD1","PD1_Tumor","Stem_Like","8",2.84966653974061,-2.34650357127102
"PD1","PD1_Tumor","Naive","1",9.34813279302125,1.94991747975437
"PD1","PD1_Tumor","Effector_Memory","4",1.82694310338502,3.85995714306919
"PD1","PD1_Tumor","Naive","6",8.68152207524781,4.5895837986478
"PD1","PD1_Tumor","Effector_Memory","4",0.120985094618844,2.6398300373563
"PD1","PD1_Tumor","Better_Effector","3",-5.20799856989379,-0.946668461560331
"PD1","PD1_Tumor","Naive","6",9.22829503209596,3.20402900815097
"PD1","PD1_Tumor","Naive","10",6.77525252492433,2.82976119160739
"PD1","PD1_Tumor","Better_Effector","3",-5.83283358423705,0.249564192593969
"PD1","PD1_Tumor","Naive","10",6.9432284274817,2.70224492192356
"PD1","PD1_Tumor","Naive","1",7.5987083354712,-0.625889972447477
"PD1","PD1_Tumor","Better_Effector","3",-3.11016636698241,-0.235545173882566
"PD1","PD1_Tumor","Naive","6",9.55169934422975,3.57259671330539
"PD1","PD1_Tumor","Effector_Memory","4",-5.41407805292602,4.35827772259799
"PD1","PD1_Tumor","Effector_Memory","4",-1.83296125738616,3.7338434898862
"PD1","PD1_Tumor","Effector_Memory","4",-6.55551653711791,4.37380735516635
"PD1","PD1_Tumor","Effector_Memory","4",-1.81598335115905,3.29987613797275
"PD1","PD1_Tumor","Naive","1",7.55219000966554,2.16716222405521
"PD1","PD1_Tumor","Effector_Memory","7",-3.93743663637633,6.43313924908725
"PD1","PD1_Tumor","Naive","6",7.78681630284791,4.06217996716587
"PD1","PD1_Tumor","Effector_Memory","4",1.84109801442628,3.79049293637363
"PD1","PD1_Tumor","Naive","6",8.4713160434485,4.19349281430332
"PD1","PD1_Tumor","Naive","6",9.26493424565797,2.8636898243436
"PD1","PD1_Tumor","Stem_Like","8",4.04896325261598,-0.602768496274076
"PD1","PD1_Tumor","Naive","1",8.1462485233069,-2.16272504687222
"PD1","PD1_Tumor","Effector_Memory","4",1.89720005185609,3.14614932179538
"PD1","PD1_Tumor","Naive","6",9.2691332736731,2.88208119511691
"PD1","PD1_Tumor","Better_Effector","3",-7.23628979532714,0.224571208805718
"PD1","PD1_Tumor","Effector_Memory","4",0.76781815679078,2.41145364880649
"PD1","PD1_Tumor","Effector_Memory","4",-5.1194427570581,4.18986193776218
"PD1","PD1_Tumor","Naive","1",7.97000188024049,-1.36373253226193
"PD1","PD1_Tumor","Better_Effector","3",-6.95186596720214,-1.12172456145199
"PD1","PD1_Tumor","Better_Effector","3",-4.97780876963134,-0.764107540844999
"PD1","PD1_Tumor","Better_Effector","3",-7.07344084589477,-0.773803726433836
"PD1","PD1_Tumor","Better_Effector","3",-5.03686982004638,-1.30721695780667
"PD1","PD1_Tumor","Better_Effector","3",-6.04159193842406,-0.973801211117826
"PD1","PD1_Tumor","Naive","6",8.73383874089723,4.15766541600315
"PD1","PD1_Tumor","Better_Effector","3",-6.05108290522094,-1.33775575518521
"PD1","PD1_Tumor","Better_Effector","3",-6.09722548334594,-1.83457215189847
"PD1","PD1_Tumor","Effector_Memory","4",-1.10921674578185,3.26223580479709
"PD1","PD1_Tumor","Effector_Memory","7",-2.7859922012567,7.82587663769809
"PD1","PD1_Tumor","Naive","10",7.67132443578248,3.31240265011875
"PD1","PD1_Tumor","Better_Effector","3",-5.24811106531615,1.40241865754215
"PD1","PD1_Tumor","Exhausted","5",-2.98459750025268,-3.89229925036343
"PD1","PD1_Tumor","Naive","1",8.43981236608033,-1.14380176424893
"PD1","PD1_Tumor","Better_Effector","3",-6.14360743372436,1.84917406678287
"PD1","PD1_Tumor","Effector_Memory","7",-3.73078232614989,7.46717111706821
"PD1","PD1_Tumor","Naive","6",9.55643910558229,3.45132844090549
"PD1","PD1_Tumor","Naive","6",9.52120942265992,4.49098817944614
"PD1","PD1_Tumor","Naive","1",8.18779534490113,0.250280886293329
"PD1","PD1_Tumor","Effector_Memory","4",-4.673487957406,4.75691120267002
"PD1","PD1_Tumor","Naive","1",8.64853638799195,-0.803533986805998
"PD1","PD1_Tumor","Naive","6",9.02538937718873,3.73382036328403
"PD1","PD1_Tumor","Effector_Memory","4",1.45870000512605,2.80913416981784
"PD1","PD1_Tumor","Naive","1",8.16133660466676,-2.15882642626675
"PD1","PD1_Tumor","Better_Effector","3",-4.45391779749389,-1.41755063891324
"PD1","PD1_Tumor","Better_Effector","3",-5.64978676645751,-0.762326613663755
"PD1","PD1_Tumor","Naive","1",7.56411713750367,-3.04926021456631
"PD1","PD1_Tumor","Better_Effector","3",-6.62270146219726,-1.1830710923663
"PD1","PD1_Tumor","Better_Effector","3",-4.54049330561156,1.24243454575626
"PD1","PD1_Tumor","Naive","11",5.58782261998658,3.81659953236667
"PD1","PD1_Tumor","Better_Effector","3",-7.31422596781249,0.949729963541903
"PD1","PD1_Tumor","Naive","6",8.81171292455201,4.87458698392002
"PD1","PD1_Tumor","Better_Effector","3",-6.92275219767089,1.71153001427738
"PD1","PD1_Tumor","Stem_Like","9",1.87234038503175,0.571647956372179
"PD1","PD1_Tumor","Naive","1",8.3399454990149,-1.48530145049008
"PD1","PD1_Tumor","Better_Effector","3",-5.79102545588012,-1.75690634608182
"PD1","PD1_Tumor","Naive","6",9.19194001348023,3.81212322354404
"PD1","PD1_Tumor","Effector_Memory","4",-1.2445858678102,3.36843268513767
"PD1","PD1_Tumor","Better_Effector","3",-5.13083248941894,-1.39018698096188
"PD1","PD1_Tumor","Naive","1",7.51165265233521,2.12716571927158
"PD1","PD1_Tumor","Exhausted","2",-1.86777239649291,-6.6989060199252
"PD1","PD1_Tumor","Naive","1",8.89862698705201,1.1452758157262
"PD1","PD1_Tumor","Stem_Like","8",2.59596437604432,-0.688905016182981
"PD1","PD1_Tumor","Naive","6",9.50025529057984,4.22958557248203
"PD1","PD1_Tumor","Naive","10",6.52092236669068,2.94021789670078
"PD1","PD1_Tumor","Naive","6",9.3879134097815,4.03192584157077
"PD1","PD1_Tumor","Naive","11",7.46158856542115,4.26190178036777
"PD1","PD1_Tumor","Better_Effector","3",-4.95254689066405,-1.40907080531033
"PD1","PD1_Tumor","Better_Effector","3",-6.5793078502893,-0.812258199452482
"PD1","PD1_Tumor","Naive","1",6.90331238896851,-1.75005669951352
"PD1","PD1_Tumor","Better_Effector","3",-6.55689984171386,-1.32562966704281
"PD1","PD1_Tumor","Better_Effector","3",-6.79840832560058,-1.32584865450772
"PD1","PD1_Tumor","Effector_Memory","7",-8.05827933161254,0.684564545155443
"PD1","PD1_Tumor","Better_Effector","3",-6.60572415201659,-1.34638007044705
"PD1","PD1_Tumor","Effector_Memory","4",-4.90017538874145,3.71950261235324
"PD1","PD1_Tumor","Naive","1",7.17702025563722,-2.52127082705411
"PD1","PD1_Tumor","Naive","1",8.12921780736451,-0.544929102658354
"PD1","PD1_Tumor","Naive","1",8.92216557652955,-0.57551415324124
"PD1","PD1_Tumor","Naive","6",9.11310166509156,3.56354539036838
"PD1","PD1_Tumor","Effector_Memory","7",-2.70583039133544,7.7708696568021
"PD1","PD1_Tumor","Naive","1",8.15506619603639,-1.88412649989041
"PD1","PD1_Tumor","Effector_Memory","7",-2.41446262209411,7.68374530911533
"PD1","PD1_Tumor","Effector_Memory","4",-0.110379870819998,3.09172026753513
"PD1","PD1_Tumor","Better_Effector","3",-4.94558983652587,-1.04951055407437
"PD1","PD1_Tumor","Naive","1",7.27801865727906,-3.55368311762723
"PD1","PD1_Tumor","Better_Effector","3",-5.53693514673705,-0.949621633290373
"PD1","PD1_Tumor","Effector_Memory","4",0.713285032820749,3.43795363545505
"PD1","PD1_Tumor","Naive","1",8.81339615972047,0.0275072747477666
"PD1","PD1_Tumor","Stem_Like","8",4.46341294438844,-1.82121332049283
"PD1","PD1_Tumor","Naive","10",7.24963492543702,3.40768663525669
"PD1","PD1_Tumor","Better_Effector","3",-7.27940922586913,-1.04077203631314
"PD1","PD1_Tumor","Naive","10",6.48581666142945,1.67397443890659
"PD1","PD1_Tumor","Better_Effector","3",-5.81310635416503,-1.27267225146206
"PD1","PD1_Tumor","Effector_Memory","7",-7.68695622293944,0.885929867030062
"PD1","PD1_Tumor","Naive","6",9.1539332309485,3.81378190159885
"PD1","PD1_Tumor","Better_Effector","3",-3.1333211025476,-0.150273934601866
"PD1","PD1_Tumor","Better_Effector","3",-6.65011149256225,0.527229502201952
"PD1","PD1_Tumor","Exhausted","2",-3.69362812845702,-4.06007631182583
"PD1","PD1_Tumor","Effector_Memory","4",1.70296329648499,3.55089013218967
"PD1","PD1_Tumor","Better_Effector","3",-6.35683470575805,0.0643508726367131
"PD1","PD1_Tumor","Naive","6",9.4032418170691,3.88090817570774
"PD1","PD1_Tumor","Effector_Memory","4",-4.92049532740111,4.37287752270786
"PD1","PD1_Tumor","Better_Effector","3",-5.5087831577539,-1.54958458304318
"PD1","PD1_Tumor","Effector_Memory","4",-6.07819443552489,1.71162466645328
"PD1","PD1_Tumor","Exhausted","2",-1.81464737265105,-5.64704854845913
"PD1","PD1_Tumor","Better_Effector","3",-4.97582274286742,2.1170610630521
"PD1","PD1_Tumor","Exhausted","2",-1.53692823259826,-6.17967946886929
"PD1","PD1_Tumor","Stem_Like","15",1.77318090589051,-1.54079456686886
"PD1","PD1_Tumor","Naive","10",6.78910559804444,2.97613875508396
"PD1","PD1_Tumor","Better_Effector","3",-7.57195359079833,-0.624117807149015
"PD1","PD1_Tumor","Effector_Memory","7",-7.71389561502929,0.500414803028978
"PD1","PD1_Tumor","Naive","6",9.45317715795045,4.50715820431796
"PD1","PD1_Tumor","Naive","1",6.36811083943849,-0.684902325867735
"PD1","PD1_Tumor","Better_Effector","3",-5.56522351114745,-1.32928331255826
"PD1","PD1_Tumor","Effector_Memory","4",-4.6104882320642,3.1686579430112
"PD1","PD1_Tumor","Naive","1",8.05827302129273,0.0541265004881993
"PD1","PD1_Tumor","Naive","6",9.16979188115602,3.76781360745517
"PD1","PD1_Tumor","Effector_Memory","7",-2.22553842871184,8.0084971630582
"PD1","PD1_Tumor","Naive","6",8.22319859654908,5.07560197949497
"PD1","PD1_Tumor","Effector_Memory","4",-5.32206326334472,1.99339370369998
"PD1","PD1_Tumor","Effector_Memory","4",0.423820916724252,2.51415507435886
"PD1","PD1_Tumor","Naive","11",6.12354582936768,3.81594793438999
"PD1","PD1_Tumor","Naive","1",8.91900509984498,0.783068283797182
"PD1","PD1_Tumor","Stem_Like","9",0.998351995062875,0.683835788966097
"PD1","PD1_Tumor","Effector_Memory","4",0.365568284106302,2.68188683629123
"PD1","PD1_Tumor","Naive","10",7.42874163777833,2.8784431660184
"PD1","PD1_Tumor","Stem_Like","8",3.76857632787232,-0.596954122780882
"PD1","PD1_Tumor","Better_Effector","3",-5.46627121775146,0.550801619292177
"PD1","PD1_Tumor","Naive","11",5.67586726338868,2.59905092358676
"PD1","PD1_Tumor","Better_Effector","3",-7.77211886255736,0.857717736960329
"PD1","PD1_Tumor","Naive","6",9.08263177068238,3.32839743733493
"PD1","PD1_Tumor","Effector_Memory","4",-0.800607707190466,3.40176026463596
"PD1","PD1_Tumor","Naive","10",7.60167616994386,2.98879258275119
"PD1","PD1_Tumor","Naive","1",7.32118910939698,1.03653214812366
"PD1","PD1_Tumor","Naive","10",6.82437724263673,3.08799950718967
"PD1","PD1_Tumor","Naive","1",8.72187871129518,-0.00726288616570084
"PD1","PD1_Tumor","Better_Effector","3",-5.80339651911254,1.31907086014835
"PD1","PD1_Tumor","Naive","1",8.5424544254065,0.249747506678976
"PD1","PD1_Tumor","Better_Effector","3",-6.131411369729,1.52504126668064
"PD1","PD1_Tumor","Naive","1",7.86568707616334,-2.68382509112271
"PD1","PD1_Tumor","Better_Effector","3",-4.63102370111938,0.94883762240497
"PD1","PD1_Tumor","Better_Effector","3",-6.23049193232055,-1.31300146937283
"PD1","PD1_Tumor","Better_Effector","3",-5.32280999033446,0.0479850465067998
"PD1","PD1_Tumor","Naive","6",9.20981187016969,2.09550277829257
"PD1","PD1_Tumor","Naive","1",7.94001549870973,-1.29119594454678
"PD1","PD1_Tumor","Naive","1",6.4720804134131,-2.48024971842679
"PD1","PD1_Tumor","Better_Effector","3",-6.36186199991698,-0.516017333268248
"PD1","PD1_Tumor","Naive","1",8.64083546788697,0.663114860058703
"PD1","PD1_Tumor","Better_Effector","3",-6.40591078608031,-1.2932788884631
"PD1","PD1_Tumor","Effector_Memory","4",3.40879792363648,1.73449139237491
"PD1","PD1_Tumor","Naive","6",8.55726784856324,3.88279144406406
"PD1","PD1_Tumor","Effector_Memory","7",-7.58746891825194,1.51838271260349
"PD1","PD1_Tumor","Effector_Memory","7",-2.24028402178283,7.87982551694004
"PD1","PD1_Tumor","Naive","1",6.92316979558473,-2.59774501681241
"PD1","PD1_Tumor","Naive","6",9.01964539678102,4.10585491299716
"PD1","PD1_Tumor","Naive","1",8.94852894933229,1.24897722840396
"PD1","PD1_Tumor","Effector_Memory","4",-1.63462584822173,3.24616615414707
"PD1","PD1_Tumor","Effector_Memory","7",-2.17347758619781,7.59106151700107
"PD1","PD1_Tumor","Effector_Memory","7",-8.2361715397119,0.938853129149355
"PD1","PD1_Tumor","Effector_Memory","4",-2.33558886854644,3.88947360158054
"PD1","PD1_Tumor","Naive","1",8.78477353246217,0.0327568048247472
"PD1","PD1_Tumor","Naive","6",9.46630448491578,4.0709926331052
"PD1","PD1_Tumor","Naive","6",8.31734627873902,3.46491829991428
"PD1","PD1_Tumor","Naive","1",7.05941218526368,-1.83094294428738
"PD1","PD1_Tumor","Effector_Memory","4",-6.72711926310058,2.6476413452634
"PD1","PD1_Tumor","Naive","11",6.097019855094,4.12779967427341
"PD1","PD1_Tumor","Naive","6",9.09720772893434,3.22755543828098
"PD1","PD1_Tumor","Effector_Memory","4",-6.35736924021239,2.87897674679843
"PD1","PD1_Tumor","Naive","1",7.26301783711915,-1.95175965189847
"PD1","PD1_Tumor","Naive","6",8.14310521276002,4.76619188428012
"PD1","PD1_Tumor","Better_Effector","3",-7.29677563517089,0.0450266742715016
"PD1","PD1_Tumor","Naive","1",8.97081727178102,0.143836192191519
